,title,sub_title,description
27,Environmental Pollution: Everything You Need to Know,Water pollution,"One notable example of water pollution is nonpoint-source agricultural pollution.  After intense rain events, agricultural fertilizers, pesticides, and particulate matter from eroded soil can enter streams, rivers, lakes, bays and even oceans. From here, excess concentrations of nutrients like phosphorous and nitrogen spur the growth of algal blooms, which deplete the water of oxygen in a process known as eutrophication. The resulting “fish kills,” “dead zones,” and drinking water crises are common throughout the United States, from the Great Lakes to the Gulf of Mexico. Agricultural practices that build soil health and minimize synthetic inputs can actually reduce water pollution."
28,Environmental Pollution: Everything You Need to Know,Water pollution,"In addition to agricultural runoff, other sources of water pollution include:"
29,Environmental Pollution: Everything You Need to Know,Water pollution,"Industrial waste may include organic compounds, heavy metals, nutrients or radioactive material.Marine dumping (when garbage and other waste products are dumped into the ocean)Solid wastes, wastewater, and sewage that escape outdated treatment plants pose a threat to human health and aquatic ecosystems, introducing hazardous compounds and pathogens into waterways.Oil leaks and oil spills are high-profile examples of water pollution."
30,Environmental Pollution: Everything You Need to Know,Water pollution,"Greenhouse gases can actually affect water quality. The ocean, for example, is a “carbon sink,” meaning it absorbs CO2 from the atmosphere. This actually acidifies the ocean, making it inhospitable for certain creatures."
31,Environmental Pollution: Everything You Need to Know,Water pollution,"Although water pollution is serious business, it is not without solutions. New efforts focused on sensitive watersheds aim to limit agricultural pollution through nutrient load limits and waste management incentives, while laws like the Clean Water Act regulate industrial waste in developed countries."
32,Environmental Pollution: Everything You Need to Know,Water pollution,"Local and national efforts to restore wetlands are underway in many places, which recognize the importance of wetlands in mitigating the effects of pollution. Wetlands not only trap sediments and particulate matter, filtering harmful nutrients and chemicals, but also support a wealth of biodiversity."
33,Environmental Pollution: Everything You Need to Know,Plastic pollution,"Of the 380 million tons of plastic produced per year, some 31 million tons will enter the environment and around 8 million will enter the ocean."
34,Environmental Pollution: Everything You Need to Know,Plastic pollution,"As they degrade in the environment, plastic bottles and plastic waste becomes “microplastics,” small particles of plastic that find their way into food chains, soil, rain, snow – even our lungs – in high levels. A recent study demonstrates that people ingest around a credit card’s worth of microplastics every week, with yet unknown health effects."
35,Environmental Pollution: Everything You Need to Know,Plastic pollution,"Some scientists speculate chemical toxicity from microplastics might affect pregnancy or cause cancer. Others fear “nano-plastics” – plastic particles even smaller still – may enter cells and disrupt cellular activity. Mitigation efforts such as re-cycling only go so far; for example, much of the plastic that is “re-cycled” is not, in fact, recycled, instead of shipped to developing countries where it re-enters the environment."
36,Environmental Pollution: Everything You Need to Know,Soil contamination,"Contaminated soils are common throughout the industrialized world, with the most common pollutants including agrochemicals, petrochemicals, microplastics, acid rain, and industrial waste."
37,Environmental Pollution: Everything You Need to Know,Soil contamination,"In some cases, soils are polluted through agricultural practices, including the application of pesticides, fertilizers, and irrigation water that contain microbial pathogens, heavy metals like cadmium, lead, mercury and arsenic, and other bio-toxic substances. While some pesticides and herbicides degrade readily, other agrochemicals are “persistent,” meaning the agrochemical and its byproducts linger in the soil, sometimes up to 10 years."
38,Environmental Pollution: Everything You Need to Know,Soil contamination,Other sources of contaminated soil include industrial waste. These may be known as “brownfields” — areas that require remediation before they are suitable for human use.
39,Environmental Pollution: Everything You Need to Know,Soil contamination,"When contaminated soil comes in direct contact with humans and wildlife via food or dust, or indirectly by seeping into drinking water, a number of negative health effects may result depending on the contaminant, concentration, and exposure."
40,Environmental Pollution: Everything You Need to Know,Noise pollution and light pollution,"Seemingly harmless compared to plastic, water, and air pollution, noise and light pollution can damage ecosystems. Often associated with urbanization, noise pollution is defined by the EPA as “unwanted or disturbing sound” and light pollution as “excessive brightness that causes discomfort.” Both noise and light pollution can harm human health and wildlife, affecting sleep, decreasing fitness, and altering behavior."
41,Environmental Pollution: Everything You Need to Know,Radioactive contamination,"When thinking about radioactive contamination, Fukushima or Chernobyl may come to mind. However, radioactive contamination is more widespread than these isolated incidents, with possibly 45,000 sites contaminated with radioactive materials across the US, according to the EPA."
42,Environmental Pollution: Everything You Need to Know,Radioactive contamination,"Radioactive contaminants are generated by uranium mines, nuclear reactors, and test laboratories, where they can enter the environment."
43,Environmental Pollution: Everything You Need to Know,Radioactive contamination,"For example, uranium mining can release radiation into the soil, at which point rain washes this material into drinking water. In fact, up to 170 million Americans drink tap water contaminated with radioactive materials. High levels of exposure to these materials can cause cancer, reproductive dysfunction, and myriad other health effects."
44,Environmental Pollution: Everything You Need to Know,Electromagnetic pollution,"Much of the technology we use today — from our cell phones to our laptops to the wi-fi that connects them — generates an electromagnetic field. At certain frequencies and exposure levels, this energy can be considered toxic (for example, strong fields have been shown to cause burns). That being said, the jury’s still out on whether our current exposure to electromagnetic energy is detrimental to human health and wildlife."
45,Environmental Pollution: Everything You Need to Know,Electromagnetic pollution,"You can visit EPA.gov for a more complete list of the types of pollution and their consequences, as well as other environmental science resources."
46,Environmental Pollution: Everything You Need to Know,Interested in buying Farm Management Software?,Download your free guide.
47,Environmental Pollution: Everything You Need to Know,Interested in buying Farm Management Software?,DOWNLOAD EBOOK NOW
48,-,-,-
