,title,sub_title,description
14,Pollution facts for kids,Interesting facts about pollution,"Cleanups can save animals’ lives and discourage people from littering in the future.
People who live in places with high levels of air pollutants have a 20% higher risk of death from lung cancer than people who live in less polluted areas.
Plants can filter air pollution.
There are more than 73 kinds of pesticides in groundwater that is used as drinking water.
Approximately 40% of the lakes in America are too polluted for fishing, aquatic life, or swimming.
In 1975, the National Academy of Sciences estimated that cargo ships and cruise liners had dumped 14 billion pounds of garbage into the ocean.
Homeowners use chemicals that are 10 times more toxic per acre than the amount used by the farmers.
In the U.S., 41% of all insecticides are used on corn. Eighty percent of these are used to treat a pest that could be controlled simply by rotating the corn for one year with any other crop.
Americans buy more than 29 million bottles of water every year. Only 13% of these bottles are recycled every year.
Recycling and compostng have become more popular. They prevented 85 million tons of material away from being disposed of in 2010, up from 18 million tons in 1980.
Noise pollution is the most ignored type of pollution."
15,Pollution facts for kids,Images for kids,"An industrial area, with a power plant, south of Yangzhou's downtown, China









Great Pacific garbage patch









A visual comparison of the free market and socially optimal outcomes"
16,Pollution facts for kids,See also,In Spanish: Contaminación para niños
17,Pollution facts for kids,Kiddle encyclopedia,"Content is available under CC BY-SA 3.0 unless otherwise noted. 
Kiddle encyclopedia articles are based on selected content and facts from Wikipedia, edited or rewritten for children. 
Powered by MediaWiki."
18,Pollution facts for kids,Kiddle encyclopedia,"Kiddle
About
Privacy
Contact us
 © 2023 Kiddle.co"
19,Pollution facts for kids,Plastic pollution,"Plastic pollution is the collection of plastic products in the environment that negatively affects wildlife, wildlife habitat, or humans."
20,Pollution facts for kids,Human health,Overview of main health effects on humans from some common types of pollution.
21,Pollution facts for kids,Human health,"Bad air quality can kill many organisms, including humans. Ozone pollution can cause respiratory disease, cardiovascular disease, throat inflammation, chest pain, and congestion. A 2010 analysis estimated that 1.2 million people died prematurely each year in China because of air pollution. The high smog levels China has been facing for a long time can do damage to civilians' bodies and cause diseases. The WHO estimated in 2007 that air pollution causes half a million deaths per year in India. Studies have estimated that the number of people killed each year in the United States could be over 50,000."
22,Pollution facts for kids,Human health,"Water pollution causes approximately 14,000 deaths per day, mostly in developing countries. In these countries, water is contaminated by untreated sewage. An estimated 500 million Indians have no access to a proper toilet. Over ten million people in India fell ill with waterborne illnesses in 2013, and 1,535 people died, most of them children. Nearly 500 million Chinese do not have access to safe drinking water."
23,Pollution facts for kids,Human health,Oil spills can cause skin irritations and rashes.
24,Pollution facts for kids,Human health,"Noise pollution can cause hearing loss, high blood pressure, stress, and sleep disturbance."
25,Pollution facts for kids,Human health,The ingestion of Mercury has been linked to developmental deficits in children and neurologic symptoms.
26,Pollution facts for kids,Human health,Older people are exposed to diseases induced by air pollution. Those with heart or lung disorders are at additional risk. Children and infants are also at serious risk. Lead and other heavy metals have been shown to cause neurological problems. Chemical and radioactive substances can cause cancer and as well as birth defects.
27,Pollution facts for kids,Human health,"An October 2017 study by the Lancet Commission on Pollution and Health found that global pollution, specifically toxic air, water, soils, and workplaces, kill nine million people annually."
28,Pollution facts for kids,Environment,Pollution is present widely in the environment. There are several effects of this:
29,Pollution facts for kids,Environment,"Biomagnification describes situations where toxins (such as heavy metals) become more concentrated.
Carbon dioxide emissions cause ocean acidification, which is the ongoing decrease in the pH of the Earth's oceans as CO
2 becomes dissolved into the ocean.
The emission of greenhouse gases leads to global warming, which can affect ecosystems in many ways.
Invasive species can out-compete native species and reduce biodiversity.
Nitrogen oxides are removed from the air by rain and fertilize land, which can change the species composition of ecosystems.
Smog and haze can reduce the amount of sunlight received by plants to carry out photosynthesis.
Soil can become infertile and unsuitable for plants. This will affect other organisms in the food web.
Sulfur dioxide and nitrogen oxides can cause acid rain, which lowers the pH value of soil.
Organic pollution of watercourses can deplete oxygen levels and reduce species diversity."
30,Pollution facts for kids,Practices,"Recycling
Reusing
Waste minimization
Mitigating
Preventing
Composting"
31,Pollution facts for kids,Pollution control devices,"Air pollution control
Thermal oxidizer

Dust collection systems
Baghouses
Cyclones
Electrostatic precipitators

Scrubbers
Baffle spray scrubber
Cyclonic spray scrubber
Ejector venturi scrubber
Mechanically aided scrubber
Spray tower
Wet scrubber

Sewage treatment
Sedimentation (Primary treatment)
Activated sludge biotreaters (Secondary treatment; also used for industrial wastewater)
Aerated lagoons
Constructed wetlands (also used for urban runoff)

Industrial wastewater treatment
API oil-water separators
Biofilters
Dissolved air flotation (DAF)
Powdered activated carbon treatment
Ultrafiltration

Vapor recovery systems
Phytoremediation"
32,-,-,-
