,title,sub_title,description
10,Backgrounder on Radioactive Waste,Storage and Disposal,"Spent fuel storage at power plant sites is considered temporary, with the ultimate goal being permanent disposal. The NRC is currently reviewing two applications for ""Consolidated Interim Storage Facilities,"" in Texas and New Mexico. These facilities would store spent fuel from commercial nuclear power plants until a permanent disposal facility is available."
11,Backgrounder on Radioactive Waste,Storage and Disposal,"At this time there are no facilities for permanent disposal of high-level waste. In the Nuclear Waste Policy Act of 1982, amended in 1987, Congress directed the Department of Energy to design and construct an underground geologic repository at Yucca Mountain, Nevada. DOE applied to the NRC for a construction authorization in 2008; however, DOE canceled the project in 2010 before the NRC completed its review. The NRC closed out its review and the associated adjudicatory hearing in 2011. The NRC completed its technical review in 2015 and published a supplement to the Yucca Mountain Environmental Impact Statement in 2016, in compliance with an appeals court ruling. For more information on this process, see the backgrounder on Licensing Yucca Mountain."
12,Backgrounder on Radioactive Waste,Storage and Disposal,
13,Backgrounder on Radioactive Waste,NRC Responsibilities,The NRC licenses and regulates the receipt and possession of high-level waste at privately owned facilities and at certain DOE facilities. The DOE facilities subject to NRC regulation are defined by law to include: (1) facilities used primarily for receiving and storing high-level waste from activities licensed under the Atomic Energy Act and (2) facilities other than research and development facilities authorized for the express purpose of long-term storage of DOE-generated waste. Facilities for permanent disposal will require a license from NRC under these provisions.
14,Backgrounder on Radioactive Waste,NRC Responsibilities,"Currently, facilities at reactor sites and at Morris, Ill., and the Idaho National Engineering and Environmental Laboratory are licensed by NRC for temporary storage of spent fuel."
15,Backgrounder on Radioactive Waste,NRC Responsibilities,"By law, the Commission is not authorized to license:"
16,Backgrounder on Radioactive Waste,NRC Responsibilities,"Receipt or possession of high-level waste used for or part of DOE activities in a DOE research and development facility; DOE facilities for the short-term storage of high-level waste from DOE activities (such as  existing DOE high-level waste storage tanks); Operating DOE facilities for the storage or disposal of transuranic contaminated waste, foreign high-level waste not resulting from a licensed activity, and low-level wastes; Decommissioned DOE facilities, except those covered under Section 202 of the Energy Reorganization Act. (Section 202 authorizes NRC to license certain DOE facilities, including not only the high-level waste storage facilities noted above, but also certain demonstration reactors); DOE high-level waste processing facilities, such as those for solidification, strontium and cesium extraction, and waste crystallization."
17,Backgrounder on Radioactive Waste,NRC Responsibilities,
18,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,Other government agencies play a role in managing high-level waste.
19,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,"The Department of Energy plans and carries out programs for safe handling of DOE-generated radioactive wastes, develops waste disposal technologies, and will design, construct and operate disposal facilities for DOE-generated and commercial high-level wastes. DOE has completed solidifying the liquid wastes that are currently in storage at West Valley in New York. The Nuclear Waste Policy Act of 1982 sets specific roles and schedules for the DOE to follow in developing high-level waste repositories. (The repositories will be licensed by the NRC.)"
20,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,"The Environmental Protection Agency develops environmental standards and federal radiation protection guidance for offsite radiation due to the disposal of spent nuclear fuel and high-level and transuranic radioactive wastes. The standards limit the amount of radioactivity entering the biosphere outside the boundaries of the facility, and also limit the radiation exposure to the public from management of spent fuel and waste prior to disposal. The guidance establishes criteria for disposing of waste."
21,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,"The Department of Transportation regulates both the packaging and carriage of all hazardous materials including radioactive waste. Packaging must meet NRC regulations, which are compatible with internationally developed standards, and the package design must be reviewed and certified by the NRC. DOT sets limits for external radiation levels and contamination, and controls the mechanical condition of carrier equipment and qualifications of carrier personnel."
22,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,"The Department of the Interior, through the U.S. Geological Survey, conducts laboratory and field geologic investigations in support of DOE's waste disposal programs and collaborates with DOE on the earth science technical activities. The Bureau of Land Management, within DOI, manages certain public lands. DOI may withdraw such public lands for the limited exclusive use of DOE in support of radioactive waste disposal actions."
23,Backgrounder on Radioactive Waste,Responsibilities of Other Government Agencies,
24,Backgrounder on Radioactive Waste,Low-Level Waste,"Low-level wastes, generally defined as radioactive wastes other than high-level and wastes from uranium recovery operations, are commonly disposed of in near-surface facilities rather than in a geologic repository. There is no intent to recover the wastes once they are disposed of."
25,Backgrounder on Radioactive Waste,Low-Level Waste,"Low-level waste includes items that have become contaminated with radioactive material or have become radioactive through exposure to neutron radiation. This waste typically consists of contaminated protective shoe covers and clothing, wiping rags, mops, filters, reactor water treatment residues, equipment and tools, luminous dials, medical tubes, swabs, injection needles, syringes, and laboratory animal carcasses and tissues. The radioactivity can range from just above background levels found in nature to much higher levels in certain cases, such as from parts from inside the reactor vessel in a nuclear power plant."
26,Backgrounder on Radioactive Waste,Low-Level Waste,"Low-level waste is typically stored on-site by licensees, either until it has decayed away and can be disposed of as ordinary trash, or until amounts are large enough for shipment to a low-level waste disposal site in approved containers."
27,Backgrounder on Radioactive Waste,Low-Level Waste,"The NRC's regulations (10 CFR Part 61) establish procedures, criteria, terms and conditions for licensing low-level waste disposal sites. Part 61 also provides the basis for Agreement State regulations, since state rules must be compatible with NRC requirements. Additionally, licensees may use 10 CFR 20.2002 to dispose of low-level wastes that typically are a small fraction of the Class A limits in Part 61. The extensive controls in Part 61 are not needed to ensure protection of public health and safety and the environment from such wastes."
28,Backgrounder on Radioactive Waste,Low-Level Waste,"There have been eight operating commercial facilities in the United States licensed to dispose of low-level radioactive wastes. They are located at (1) West Valley, New York; (2) Maxey Flats near Morehead, Ky.; (3) Sheffield, Ill.; (4) Beatty, Nev.; (5) Hanford, Wash.; (6) Clive, Utah; (7) Barnwell, S.C.; and (8) Andrews, Texas. At the present time, only the latter four sites are receiving waste for disposal; they are regulated by the states. Burial of transuranic waste is limited at all of the sites. Transuranic waste includes material contaminated with radioactive elements (e.g., neptunium, americium, plutonium) that are artificially made and is produced primarily from reprocessing spent fuel and from use of plutonium in fabrication of nuclear weapons."
29,Backgrounder on Radioactive Waste,Low-Level Waste,
30,Backgrounder on Radioactive Waste,Mill Tailings,"Another type of radioactive waste consists of tailings generated during the milling of certain ores to extract uranium or thorium. These wastes have relatively low concentrations of radioactive materials with long half-lives. Tailings contain radium (which, through radioactive decay, becomes radon), thorium, and small residual amounts of uranium left over from the milling process. Part 40 Appendix A of the NRC's regulations sets procedures and criteria for disposing of mill tailings and maintaining the disposal site."
31,Backgrounder on Radioactive Waste,Mill Tailings,June 2019
32,Backgrounder on Radioactive Waste,Mill Tailings,
33,Backgrounder on Radioactive Waste,Mill Tailings,"Page Last Reviewed/Updated Tuesday, July 23, 2019"
34,Backgrounder on Radioactive Waste,Home,NEWS RELEASES
35,Backgrounder on Radioactive Waste,Home,EVENT REPORTS
36,Backgrounder on Radioactive Waste,Home,ADAMS
37,Backgrounder on Radioactive Waste,Home,OPEN GOV
38,Backgrounder on Radioactive Waste,Home,DIGITAL GOVERNMENT
39,Backgrounder on Radioactive Waste,Home,THE STUDENT CORNER
40,Backgrounder on Radioactive Waste,Home,PHOTOS & VIDEOS
41,Backgrounder on Radioactive Waste,Home,FOR DEVELOPERS
42,Backgrounder on Radioactive Waste,About Us,STRATEGIC PLAN
43,Backgrounder on Radioactive Waste,About Us,BUDGET & PERFORMANCE
44,Backgrounder on Radioactive Waste,About Us,AGENCY FINANCIAL REPORT
45,Backgrounder on Radioactive Waste,About Us,LICENSE FEES
46,Backgrounder on Radioactive Waste,About Us,HISTORY OF THE NRC
47,Backgrounder on Radioactive Waste,About Us,CAREER OPPORTUNITIES
48,Backgrounder on Radioactive Waste,About Us,NRC ETHICS
49,Backgrounder on Radioactive Waste,About Us,AGENCY STATUS
50,Backgrounder on Radioactive Waste,About Us,NRC COVID-19 UPDATE
51,Backgrounder on Radioactive Waste,About Us,CONTACT US
52,Backgrounder on Radioactive Waste,Popular Documents,INFO DIGEST
53,Backgrounder on Radioactive Waste,Popular Documents,FACT SHEETS & BROCHURES
54,Backgrounder on Radioactive Waste,Popular Documents,FORMS
55,Backgrounder on Radioactive Waste,Popular Documents,ELECTRONIC SUBMITTALS APPLICATION
56,Backgrounder on Radioactive Waste,Popular Documents,ADJUDICATORY SUBMISSIONS
57,Backgrounder on Radioactive Waste,Popular Documents,NRC REPORTS - NUREG
58,Backgrounder on Radioactive Waste,Popular Documents,NRC REGULATIONS - 10-CFR
59,Backgrounder on Radioactive Waste,Popular Documents,INSPECTION REPORTS
60,Backgrounder on Radioactive Waste,Popular Documents,PLAIN WRITING
61,Backgrounder on Radioactive Waste,Popular Documents,ENFORCEMENT ACTIONS
62,Backgrounder on Radioactive Waste,Popular Documents,RULEMAKING
63,Backgrounder on Radioactive Waste,Popular Documents,GLOSSARY
64,Backgrounder on Radioactive Waste,Stay Connected,
65,-,-,-
